Ime;Višinska_razlika;Zahtevnost;Čas
Pečovniška koča na Grmadi;400;lahka označena pot;70
Pečovniška koča na Grmadi;480;delno zahtevna označena pot;90
Pečovniška koča na Grmadi;560;lahka označena pot;120
Pečovniška koča na Grmadi;320;lahka označena pot;50
Pečovniška koča na Grmadi;316;lahka označena pot, lahka neoznačena steza;100
Petrova skala na Bohorju;415;lahka označena pot;65
Petrova skala na Bohorju;580;lahka označena pot;185
Petrova skala na Bohorju;455;lahka označena pot;120
Planinski dom na Brnici;157;lahka označena pot;30
Planinski dom na Brnici;180;lahka označena pot;60
Planinski dom na Brnici;230;lahka označena pot;45
Planinski dom na Brnici;217;lahka označena pot;40
Planinski dom na Zasavski Sveti gori;412;lahka označena pot;70
Planinski dom na Zasavski Sveti gori;480;lahka neoznačena steza;90
Planinski dom na Zasavski Sveti gori;157;delno zahtevna označena pot;25
Planinski dom na Zasavski Sveti gori;157;lahka označena pot;30
Planinski dom na Zasavski Sveti gori;435;lahka označena pot;150
Planinski dom na Zasavski Sveti gori;455;lahka označena pot;155
Planinski dom na Zasavski Sveti gori;395;lahka neoznačena steza;90
Planinski dom na Zasavski Sveti gori;395;lahka neoznačena steza;90
Planinski dom pri Gospodični;422;lahka označena pot;70
Planinski dom pri Gospodični;300;lahka označena pot;120
Planinski rudarski dom na Kalu;750;lahka označena pot;135
Planinski rudarski dom na Kalu;656;lahka označena pot;135
Pleše;500;lahka označena pot;105
Pleše;630;lahka označena pot;150
Pleše;596;lahka označena pot;105
Pleše;616;lahka označena pot;135
Plešivec (Bohor);415;lahka označena pot;65
Plešivec (Bohor);470;lahka označena pot, lahka neoznačena steza;120
Plešivec (Bohor);595;lahka označena pot, lahka neoznačena steza;190
Plezališče in ferata Renke;470;zelo zahtevna označena pot;120
Pokojni vrh (Bohor);495;lahka označena pot;90
Požgani hrib;600;lahka označena pot;110
Požgani hrib;650;lahka označena pot;120
Pri knapu pod Babo;510;lahka označena pot;165
Pri knapu pod Babo;530;lahka označena pot;175
Pristava nad Stično;245;lahka označena pot;65
Pristava nad Stično;415;lahka označena pot;105
Pugled;200;lahka označena pot;90
Pugled;314;lahka neoznačena steza;50
Pugled;314;lahka neoznačena steza;50
Pusti Peter;56;lahka označena pot;20
Radenski kal;10;lahka označena pot;3
Raskože (Bohor);405;lahka označena pot;75
Reber;269;lahka označena pot;45
Reber;432;lahka označena pot;60
Reber;750;lahka neoznačena steza, lahka označena pot;120
Resevna;402;lahka označena pot;90
Resevna;382;lahka označena pot;90
Resevna;585;lahka označena pot;150
Resevna;850;lahka označena pot;210
Resevna;830;lahka označena pot;195
Resje nad Štorami;670;lahka označena pot;150
Resje nad Štorami;700;lahka označena pot;120
Resje nad Štorami;670;lahka označena pot;165
Resje nad Štorami;600;lahka označena pot;165
Reška planina;750;lahka označena pot;180
Reška planina;585;lahka označena pot;105
Reška planina;650;lahka označena pot;180
Rifnik;288;lahka označena pot;45
Rifnik;268;lahka označena pot;45
Roviškovec;630;ni podatka;120
Roviškovec;520;lahka označena pot;90
Roviškovec;530;lahka označena pot;90
Rudniško jezero;40;lahka neoznačena steza;50
Sedlata gorica (Pogorelec);235;lahka neoznačena steza;45
Semenič;185;lahka označena pot;30
Sitarjevec;212;lahka neoznačena steza;30
Sitarjevec;173;lahka neoznačena steza;25
Skalica (Bohor);550;lahka neoznačena steza;120
Skalica (Bohor);450;lahka označena pot;100
Skalica (Bohor);460;lahka označena pot;120
Skalica (Bohor);615;lahka označena pot;210
Skalica (Bohor);605;lahka označena pot;170
Slivna (Pivkelj);235;lahka označena pot;60
Slivna (Pivkelj);430;lahka označena pot;115
Slivna (Pivkelj);535;lahka označena pot;150
Slivna (Pivkelj);430;lahka označena pot;120
Slivna (Pivkelj);450;lahka označena pot;140
Slovenski vrh;573;lahka označena pot;90
Slovenski vrh;700;lahka označena pot;240
Slovenski vrh;325;lahka označena pot;180
Smuk;210;lahka označena pot;70
Smuk;150;lahka označena pot;50
Španov vrh (Besnica);276;lahka neoznačena steza;50
Špicberg;180;lahka neoznačena steza;60
Špicberg;220;lahka označena pot;35
Špilk;550;lahka označena pot;90
Špilk;500;lahka označena pot;150
Špilk;450;lahka označena pot;135
Srebotnik;300;lahka označena pot;50
Srebotnik;670;lahka označena pot;165
Srebotnik;540;lahka označena pot;105
Srebotnik;500;lahka označena pot;90
Srebotnik;400;zahtevna označena pot;60
Srebotnik;400;lahka označena pot;75
Srebotnik;384;lahka označena pot, lahka neoznačena steza;75
Srebotnik;477;lahka označena pot;120
Stara sveta gora;141;lahka neoznačena steza;25
Stara sveta gora;143;lahka neoznačena steza;30
Stara sveta gora;143;lahka neoznačena steza;25
Stari grad (grad Čušperk);250;lahka neoznačena steza;90
Stari grad (Stari Osterberg);175;lahka označena pot;30
Stari grad (Stari Osterberg);190;lahka označena pot;45
Stari grad (Stari Osterberg);175;lahka neoznačena steza;45
Stari grad (Stari Osterberg);160;lahka neoznačena steza;30
Stari grad (Volčji Potok);60;lahka neoznačena steza;30
Stari grad (Volčji Potok);60;lahka neoznačena steza;20
Stari grad Kamnik;202;lahka označena pot;35
Stari grad Kamnik;235;lahka neoznačena steza;60
Stari grad na Grajskem hribu;166;lahka označena pot;20
Stari grad na Grajskem hribu;330;lahka označena pot;90
Stari grad nad Otočcem;65;lahka označena pot;30
Stene svete Ane;500;lahka označena pot;95
Stene svete Ane;314;lahka označena pot;65
Stene svete Ane;349;lahka označena pot;80
Stene svete Ane;475;lahka označena pot;150
Stene svete Ane;700;lahka označena pot;235
Stene svete Ane;630;lahka označena pot;240
Stene svete Ane;725;lahka označena pot;220
Stene svete Ane;685;lahka označena pot;260
Stražnik;445;lahka označena pot;80
Strešni vrh (Svibno);277;lahko brezpotje;60
Strešni vrh (Svibno);258;lahka neoznačena steza;45
Sv. Andrej nad Olimjem;87;lahka označena pot;15
Sv. Križ (Retje);187;lahka označena pot;70
Sv. Križ (Retje);264;lahka označena pot;75
Sv. Križ (Retje);138;lahka označena pot;65
Sv. Križ (Retje);236;lahka označena pot;90
Sv. Križ (Retje);193;lahka označena pot;55
Sv. Križ (Retje);193;lahka neoznačena steza;40
Sv. Kunigunda na Taboru nad Ihanom;120;lahka označena pot;35
Sv. Kunigunda na Taboru nad Ihanom;145;lahka neoznačena steza;35
Sv. Lovrenc (Kompole);95;lahka označena pot;30
Sv. Lovrenc (Kompole);95;lahka označena pot;40
Sv. Miklavž na Goropečah;215;lahka neoznačena steza;75
Sv. Miklavž na Goropečah;190;lahka neoznačena steza;75
Sv. Peter (Olešče);890;lahka označena pot;255
Sv. Peter (Olešče);770;lahka označena pot;180
Sv. Primož in Felicijan (Razbor pri Čemšeniku);540;lahka označena pot, lahka neoznačena steza;125
Sv. Urban (Cmereška Gorca);117;lahka označena pot;30
Sveta Katarina (Kuretno);220;lahka označena pot;40
Sveta Marija (Ključevica);875;lahka označena pot;150
Sveta Marija (Ključevica);915;lahka neoznačena steza;170
Sveta Marija (Trška Gora);250;lahka označena pot;60
Sveta Marija (Trška Gora);265;lahka označena pot;75
Sveta Marjeta (Prežganje);135;lahka označena pot;40
Sveta Neža (Liboje);63;lahka neoznačena steza;15
Sveta planina (Partizanski vrh);712;lahka označena pot;120
Sveta planina (Partizanski vrh);315;lahka označena pot;90
Sveta planina (Partizanski vrh);461;lahka označena pot;90
Sveta planina (Partizanski vrh);150;lahka označena pot;35
Sveta planina (Partizanski vrh);700;lahka označena pot;145
Sveta planina (Partizanski vrh);725;delno zahtevna označena pot;185
Sveta planina (Partizanski vrh);450;lahka označena pot;125
Sveta Trojica (nad Dobom);295;lahka označena pot;110
Sveta Trojica (nad Dobom);320;lahka neoznačena steza;110
Sveta Trojica (nad Dobom);475;lahka neoznačena steza;150
Sveta Trojica (nad Dobom);500;lahka neoznačena steza;150
Svete gore;163;lahka označena pot;30
Svete gore;163;lahka označena pot;30
Svete gore;324;lahka označena pot;50
Sveti Ahac;198;lahka označena pot;30
Sveti Ahac;128;lahka označena pot;15
Sveti Duh (Polževo);300;lahka označena pot;90
Sveti Duh (Polževo);38;lahka označena pot;10
Sveti Florjan (Zgornja Gora);65;lahka označena pot;35
Sveti Florjan (Zgornja Gora);445;lahka neoznačena steza;135
Sveti Florjan (Zgornja Gora);250;lahka označena pot;90
Sveti Ilija (Planina);290;lahka označena pot;75
Sveti Križ (Liška gora);180;lahka neoznačena steza;40
Sveti Križ (nad Planino pri Sevnici);142;lahka označena pot;23
Sveti Križ (nad Planino pri Sevnici);160;lahka označena pot;28
Sveti Križ (Slemšek);170;lahka označena pot;30
Sveti Lambert;200;lahka označena pot;65
Sveti Lambert;415;lahka označena pot;105
Sveti Lenart (Kandrše);35;lahka označena pot;8
Sveti Lenart (Vrhe);600;lahka označena pot;150
Sveti Lenart (Vrhe);585;lahka označena pot;110
Sveti Lenart (Vrhe);315;lahka označena pot;120
Sveti Lenart (Vrhe);610;delno zahtevna označena pot;150
Sveti Lenart (Vrhe);215;lahka označena pot;100
Sveti Lenart (Vrhe);325;lahka označena pot;180
Sveti Lovrenc nad vasjo Okroglice;242;lahka neoznačena steza;60
Sveti Mihael (Križate);60;lahka označena pot;25
Sveti Miklavž nad Savo;466;lahka označena pot;80
Sveti Miklavž nad Savo;241;lahka označena pot;45
Sveti Miklavž nad Savo;375;lahka označena pot;85
Sveti Miklavž nad Savo;510;lahka označena pot;125
Sveti Mohor na Mohorjevem hribu;170;lahka neoznačena steza;65
Sveti Mohor na Mohorjevem hribu;215;lahka označena pot;95
Sveti Mohor na Mohorjevem hribu;170;lahka neoznačena steza;50
Sveti Peter;525;lahka označena pot;105
Sveti Peter;679;lahka označena pot;110
Sveti Peter;360;lahka označena pot;75
Sveti Peter (Selo pri Mirni);105;lahka označena pot;15
Sveti Peter (Selo pri Mirni);89;lahka neoznačena steza;15
Sveti Primož (Kremen);137;lahka označena pot;25
Sveti Primož in Felicijan nad Semičem;60;lahka označena pot;10
Sveti Štefan (Turje);183;lahka označena pot;30
Tabor;387;lahka označena pot;75
Tabor Cerovo;65;lahka označena pot;15
Tabor Cerovo;103;lahka označena pot;20
Tabor Cerovo;145;lahka označena pot;105
Tinska gora;335;lahka označena pot;75
Tolsta gora;390;lahka neoznačena steza;85
Tolsta gora;410;lahka neoznačena steza;105
Tolsti vrh nad Celjsko kočo;700;lahka označena pot;105
Tolsti vrh nad Celjsko kočo;550;zahtevna označena pot;105
Tolsti vrh nad Celjsko kočo;600;lahka označena pot;100
Tolsti vrh nad Celjsko kočo;712;lahka označena pot;120
Tolsti vrh nad Celjsko kočo;710;lahka označena pot;150
Tolsti vrh nad Celjsko kočo;1200;lahka označena pot;240
Tolsti vrh nad Celjsko kočo;735;lahka označena pot;135
Tolsti vrh nad Celjsko kočo;534;lahka označena pot;90
Tolsti vrh nad Celjsko kočo;534;lahka označena pot;90
Tolsti vrh nad Celjsko kočo;534;lahka označena pot;100
Tolsti vrh nad Celjsko kočo;558;lahka označena pot;95
Tolsti vrh nad Celjsko kočo;688;lahka označena pot;135
Tolsti vrh nad Celjsko kočo;765;lahka označena pot;180
Tolsti vrh nad Celjsko kočo;672;lahka označena pot;135
Tolsto;500;lahka označena pot;75
Trebni vrh;310;lahka označena pot;50
Trebni vrh;303;lahka označena pot;45
Trebni vrh;255;lahka označena pot;65
Trebni vrh;355;lahka označena pot;105
Trebni vrh;330;lahka označena pot;60
Trebni vrh;320;lahka označena pot;55
Turn (Sv. Janez Krstnik);390;lahka označena pot;75
Turn (Sv. Janez Krstnik);670;lahka označena pot;165
Turn (Sv. Janez Krstnik);700;lahka označena pot;180
Turn (Sv. Janez Krstnik);650;lahka označena pot;150
Turn (Sv. Janez Krstnik);780;lahka označena pot;225
Velika Radenska stena;100;lahka označena pot;40
Veliki Bojanski vrh;311;lahka označena pot, lahka neoznačena steza;45
Veliki Bojanski vrh;311;lahka označena pot, lahka neoznačena steza;40
Veliki Bojanski vrh;347;lahka označena pot, lahka neoznačena steza;45
Veliki Bojanski vrh;474;lahka označena pot, lahka neoznačena steza;110
Veliki Javornik (Bohor);600;lahka označena pot;120
Veliki Javornik (Bohor);600;lahka neoznačena steza;100
Veliki Javornik (Bohor);815;lahka označena pot;165
Veliki Javornik (Bohor);712;lahka označena pot;225
Veliki Javornik (Bohor);505;lahka označena pot;130
Veliki Javornik (Bohor);545;lahka označena pot;110
Veliki Javornik (Bohor);570;lahka označena pot;150
Veliki Javornik (Bohor);555;lahka označena pot;150
Veliki Rog;269;lahka označena pot;50
Veliki Rog;1450;lahka označena pot;450
Veliki Slomnik;260;lahka označena pot;40
Veliki Slomnik;367;lahka označena pot;60
Veliki Slomnik;450;lahka označena pot;60
Veliki Slomnik;335;lahka označena pot;45
Veliki Slomnik;490;lahka označena pot;95
Veliki Slomnik;390;lahka neoznačena steza, lahka označena pot;75
Veliki Špiček;435;lahka neoznačena steza;70
Veliki vrh (Križentaver);102;lahka označena pot;20
Veliki vrh (Križentaver);125;lahka neoznačena steza;20
Veliki vrh nad Svetino;720;lahka označena pot;135
Veliki vrh nad Svetino;730;lahka označena pot;150
Veliki vrh nad Svetino;850;lahka označena pot;225
Veliki vrh nad Svetino;720;lahka označena pot;150
Veliki vrh nad Svetino;1180;lahka označena pot;240
Veliko Kozje;792;lahka označena pot;150
Veliko Kozje;820;lahka neoznačena steza;150
Veliko Kozje;786;lahka označena pot;120
Vipota;315;lahka označena pot;60
Vipota;315;lahka označena pot;60
Vipota;325;lahka označena pot;75
Visoka špica;290;lahka neoznačena steza;40
Visoka špica;285;lahka neoznačena steza;50
Visoka špica;320;lahka neoznačena steza;60
Vrh (Šticna);459;lahka neoznačena steza;60
Vrhe (pri Gorah);395;lahka označena pot;85
Vrhe (pri Gorah);740;lahka označena pot;170
Vrhe (pri Gorah);755;lahka označena pot;170
Vrhija;373;lahka neoznačena steza;75
Vrtače;435;lahka neoznačena steza;90
Vrtače;425;lahka neoznačena steza;105
Vrunčev dom na Svetini;780;lahka označena pot;195
Vrunčev dom na Svetini;580;lahka označena pot;90
Vrunčev dom na Svetini;680;lahka označena pot;135
Vrunčev dom na Svetini;740;lahka označena pot;180
Vrunčev dom na Svetini;960;lahka označena pot;180
Vrunčev dom na Svetini;500;lahka označena pot;90
Vrunčev dom na Svetini;464;lahka označena pot;80
Vrunčev dom na Svetini;480;lahka označena pot, lahka neoznačena steza;90
Vrunčev dom na Svetini;480;lahka označena pot;95
Vzletišče Peter (Straška gora);284;lahka neoznačena steza;50
Zabreznik (Sv. Miklavž);365;lahka neoznačena steza;60
Zabreznik (Sv. Miklavž);500;lahka neoznačena steza;45
Žagarski vrh;170;lahka označena pot;35
Zajčeva koča;450;lahka označena pot;90
Zajčeva koča;530;delno zahtevna označena pot;105
Zaplaz;89;lahka označena pot;20
Zaplaz;270;lahka označena pot;70
Zaplaz;250;lahka označena pot;60
Zasavska Sveta gora;330;lahka označena pot;120
Zasavska Sveta gora;187;delno zahtevna označena pot;30
Zasavska Sveta gora;520;lahka označena pot;75
Zasavska Sveta gora;187;lahka označena pot;35
Zasavska Sveta gora;500;lahka neoznačena steza;90
Zasavska Sveta gora;470;lahka označena pot;155
Zasavska Sveta gora;422;lahka neoznačena steza;90
Zasavska Sveta gora;450;lahka označena pot;150
Zasavska Sveta gora;422;lahka neoznačena steza;90
Županova jama;80;lahka označena pot;90
Županova jama;110;lahka označena pot;35
Apneni breg;60;lahka neoznačena steza;15
Beli breg;109;lahka označena pot;30
Beli breg;115;lahka označena pot;45
Beli breg;113;lahka neoznačena steza;35
Beli breg;77;lahka neoznačena steza;25
Bogin breg;105;lahka označena pot;45
Bogin breg;105;lahka označena pot;25
Budinci;50;lahka označena pot;75
Bukovniško jezero;14;lahka označena pot;20
Bukovniško jezero;150;lahka neoznačena steza;105
Bukovniško jezero;30;lahka označena pot;30
Bukovniško jezero;250;lahka označena pot;150
Cerkev sv. Ane v Boreči;15;lahka neoznačena steza;35
Cerkev sv. Ane v Boreči;96;lahka neoznačena steza;30
Cerkev sv. Ane v Boreči;55;lahka neoznačena steza;70
Cerkev sv. Ane v Boreči;85;lahka neoznačena steza;25
Cerkev sv. Ane v Boreči;135;lahka neoznačena steza;60
Činčev breg;120;lahka neoznačena steza;30
Činčev breg;117;lahka neoznačena steza;25
Evharistični križ v Trdkovi;30;lahka označena pot;20
Fuks graba;70;lahka neoznačena steza;35
Gomba;200;lahka označena pot, lahka neoznačena steza;105
Gomba;105;lahka označena pot, lahka neoznačena steza;60
Gorički breg;75;lahka neoznačena steza;45
Grad Grad na Goričkem;103;lahka označena pot;15
Grad Grad na Goričkem;150;lahka neoznačena steza;55
Grad Grad na Goričkem;320;lahka označena pot;140
Gramoznica Dokležovje;12;lahka označena pot;75
Gramoznica Ivanci;5;lahka neoznačena steza;60
Gramoznica Ivanci;5;lahka označena pot, lahka neoznačena steza;90
Gramoznica Ivanci;5;lahka označena pot, lahka neoznačena steza;90
Gramoznica Ivanci;3;lahka označena pot, lahka neoznačena steza;30
Gramoznica Vučja jama;3;lahka neoznačena steza;18
Gramoznica Vučja jama;5;lahka neoznačena steza;55
Gramoznica Vučja jama;-7;lahka neoznačena steza;40
Griški vrh;97;lahka neoznačena steza;45
Griški vrh;82;lahka neoznačena steza;25
Hodoško jezero;5;lahka neoznačena steza;60
Izvir slatine (pod Činčevim bregom);25;lahka označena pot;15
Jezero Križevci;15;lahka neoznačena steza;12
Kačova mlaka;215;lahka označena pot;120
Kačova mlaka;-2;lahka neoznačena steza;5
Kamenek;65;lahka neoznačena steza;30
Kamenek;185;lahka označena pot;110
Kapela Presvetega Srca Jezusovega in Brezmadežnega Srca Marijinega v Martinju;80;lahka neoznačena steza;45
Kapela v Stanjevcih;1;lahka neoznačena steza;20
Kapela v Zgornjih Moravcih;150;lahka označena pot, lahka neoznačena steza;90
