Ime;Gorovje;Višina;Število_poti;Vrsta_cilja
Ciganov vrh (Korinjski hrib);Posavsko hribovje in Dolenjska;731;1;['vrh']
Črni hrib (Golovec);Posavsko hribovje in Dolenjska;440;5;['vrh']
Črni vrh (Čemšeniška planina);Posavsko hribovje in Dolenjska;1204;13;['vrh']
Debeli vrh (Bohor);Posavsko hribovje in Dolenjska;921;4;['vrh']
Debenji vrh;Posavsko hribovje in Dolenjska;530;7;['vrh']
Dom Frata;Posavsko hribovje in Dolenjska;345;3;['koča']
Dom LD Dobrnič;Posavsko hribovje in Dolenjska;440;3;['koča', 'sedlo']
Dom na Bukovici;Posavsko hribovje in Dolenjska;584;2;['vrh', 'koča']
Dom na Mirni gori;Posavsko hribovje in Dolenjska;1000;4;['koča']
Dom na Šmohorju;Posavsko hribovje in Dolenjska;784;7;['vrh', 'koča', 'cerkev']
Dom na Zgornji Slivni;Posavsko hribovje in Dolenjska;826;4;['koča', 'cerkev']
Dom pod Reško planino;Posavsko hribovje in Dolenjska;664;4;['koča', 'cerkev']
Dom pri Miklavžu;Posavsko hribovje in Dolenjska;964;1;['vrh', 'koča', 'cerkev']
Dom Ušte - Žerenk;Posavsko hribovje in Dolenjska;658;6;['koča']
Dom v Gorah;Posavsko hribovje in Dolenjska;762;6;['vrh', 'koča', 'cerkev']
Dragov dom na Homu;Posavsko hribovje in Dolenjska;607;6;['vrh', 'koča', 'cerkev']
Gače;Posavsko hribovje in Dolenjska;955;1;['vrh']
Gašperjeva koča pod Velikim Kozjem;Posavsko hribovje in Dolenjska;436;1;['koča']
GEOSS;Posavsko hribovje in Dolenjska;645;4;['koča']
Golava;Posavsko hribovje in Dolenjska;834;3;['vrh', 'bivak']
Golčaj;Posavsko hribovje in Dolenjska;690;4;['vrh', 'cerkev']
Gorišca;Posavsko hribovje in Dolenjska;698;1;['vrh']
Govško brdo;Posavsko hribovje in Dolenjska;811;3;['vrh']
Gozdnik;Posavsko hribovje in Dolenjska;1090;6;['vrh', 'bivak']
Grad Fridrihštajn;Posavsko hribovje in Dolenjska;970;2;['vrh']
Grad Kozje (Drachenburg);Posavsko hribovje in Dolenjska;360;1;['vrh']
Grad Podsreda;Posavsko hribovje in Dolenjska;475;1;['']
Grad Turjak;Posavsko hribovje in Dolenjska;522;3;['vrh']
Grad Višnja Gora (Stari grad);Posavsko hribovje in Dolenjska;506;1;['vrh']
Gradišče;Posavsko hribovje in Dolenjska;706;1;['vrh']
Gradišče (pri Grižah);Posavsko hribovje in Dolenjska;341;1;['vrh', 'cerkev']
Gradišče nad Ilovo Goro;Posavsko hribovje in Dolenjska;601;1;['vrh', 'cerkev']
Gradiše (nad Štorami);Posavsko hribovje in Dolenjska;540;1;['vrh']
Gradiški grič;Posavsko hribovje in Dolenjska;485;2;['vrh', 'cerkev']
Gradiško jezero;Posavsko hribovje in Dolenjska;340;1;['jezero']
Grmada (Bohor);Posavsko hribovje in Dolenjska;890;1;['vrh']
Grmada na Mali gori;Posavsko hribovje in Dolenjska;887;8;['vrh', 'koča']
Grmada nad Celjem;Posavsko hribovje in Dolenjska;718;5;['vrh']
Grmadnik;Posavsko hribovje in Dolenjska;569;1;['vrh']
Gruska jama;Posavsko hribovje in Dolenjska;320;1;['slap']
Herkulovo svetišče na Bregu;Posavsko hribovje in Dolenjska;290;1;['cerkev']
Hom nad Celjem;Posavsko hribovje in Dolenjska;570;4;['vrh']
Hotel Polževo;Posavsko hribovje in Dolenjska;592;1;['koča']
Hribce;Posavsko hribovje in Dolenjska;388;1;['vrh', 'jezero', 'cerkev']
Hum nad Laškim;Posavsko hribovje in Dolenjska;583;2;['vrh']
Izvir Krke;Posavsko hribovje in Dolenjska;272;2;['']
Janče;Posavsko hribovje in Dolenjska;792;8;['vrh', 'koča', 'cerkev']
Jasovnik;Posavsko hribovje in Dolenjska;764;1;['vrh']
Javor;Posavsko hribovje in Dolenjska;1132;6;['vrh']
Jelovička in Mihova jama;Posavsko hribovje in Dolenjska;240;1;['']
Kal;Posavsko hribovje in Dolenjska;985;2;['vrh']
Kalanov hrib (Kalanček);Posavsko hribovje in Dolenjska;626;2;['vrh']
Kamčič;Posavsko hribovje in Dolenjska;525;3;['vrh']
Kamen vrh;Posavsko hribovje in Dolenjska;783;5;['vrh', 'koča']
Kamnik;Posavsko hribovje in Dolenjska;861;4;['vrh', 'bivak']
Kamnolom mlinskih kamnov;Posavsko hribovje in Dolenjska;390;1;['']
Kapelica pri Mariji pod Srebotnikom;Posavsko hribovje in Dolenjska;500;2;['cerkev']
Klobuk;Posavsko hribovje in Dolenjska;890;2;['vrh']
Kmečki turizem Obolno;Posavsko hribovje in Dolenjska;722;2;['koča']
Koča na Bohorju;Posavsko hribovje in Dolenjska;896;6;['koča']
Koča na Čemšeniški planini;Posavsko hribovje in Dolenjska;1120;13;['koča']
Koča na Kopitniku;Posavsko hribovje in Dolenjska;865;5;['koča']
Koča pri Jelenovem studencu;Posavsko hribovje in Dolenjska;850;2;['koča']
Koča pri Sveti Ani na Mali gori;Posavsko hribovje in Dolenjska;910;8;['koča', 'cerkev']
Kopitnik;Posavsko hribovje in Dolenjska;910;6;['vrh']
Koprivnik (Bohor);Posavsko hribovje in Dolenjska;984;5;['vrh']
Kotečnik;Posavsko hribovje in Dolenjska;772;2;['vrh']
Kozice;Posavsko hribovje in Dolenjska;741;2;['vrh']
Kožljevec;Posavsko hribovje in Dolenjska;533;1;['vrh']
Krvavica;Posavsko hribovje in Dolenjska;909;2;['vrh']
Kucelj;Posavsko hribovje in Dolenjska;748;4;['vrh']
Kum;Posavsko hribovje in Dolenjska;1220;8;['vrh', 'koča', 'cerkev']
Lahomniški sopot;Posavsko hribovje in Dolenjska;325;1;['slap']
Lavričeva koča na Gradišču;Posavsko hribovje in Dolenjska;510;2;['vrh', 'koča', 'cerkev']
Lazarjev vrh;Posavsko hribovje in Dolenjska;452;1;['vrh']
Ledena jama na Stojni;Posavsko hribovje in Dolenjska;840;1;['']
Ledenik;Posavsko hribovje in Dolenjska;1072;3;['vrh']
Limbarska gora;Posavsko hribovje in Dolenjska;773;9;['vrh', 'koča', 'cerkev']
Limberk;Posavsko hribovje in Dolenjska;687;1;['vrh']
Lipovec;Posavsko hribovje in Dolenjska;848;1;['vrh']
Lisca;Posavsko hribovje in Dolenjska;948;5;['vrh', 'koča']
Lisec (Liška gora);Posavsko hribovje in Dolenjska;565;1;['vrh']
Livoldski vrh;Posavsko hribovje in Dolenjska;994;2;['vrh']
Lovski dom Bohor;Posavsko hribovje in Dolenjska;842;1;['koča']
Lovski dom na Govcah;Posavsko hribovje in Dolenjska;565;3;['koča']
Lovski dom na Vrhtrebnjem;Posavsko hribovje in Dolenjska;562;4;['koča', 'cerkev']
Lovski vrh;Posavsko hribovje in Dolenjska;830;2;['vrh']
Luknje;Posavsko hribovje in Dolenjska;438;1;['vrh']
Magdalenska gora;Posavsko hribovje in Dolenjska;504;1;['vrh', 'cerkev']
Mala Radenska stena;Posavsko hribovje in Dolenjska;428;1;['vrh']
Mali Bojanski vrh;Posavsko hribovje in Dolenjska;600;5;['vrh']
Malič;Posavsko hribovje in Dolenjska;936;7;['vrh']
Markova glava (razgledna stena);Posavsko hribovje in Dolenjska;722;1;['vrh']
Mazovnik (Golovec);Posavsko hribovje in Dolenjska;450;5;['vrh']
Mehovski hrib;Posavsko hribovje in Dolenjska;571;6;['vrh']
Mestni vrh;Posavsko hribovje in Dolenjska;1034;2;['vrh']
Miklavžev hrib (Miklavški hrib);Posavsko hribovje in Dolenjska;394;2;['cerkev']
Miklavžev hrib (Razgledni stolp);Posavsko hribovje in Dolenjska;376;2;['vrh']
Mirna gora;Posavsko hribovje in Dolenjska;1047;5;['vrh']
Mrzlica;Posavsko hribovje in Dolenjska;1122;8;['vrh', 'koča']
Murjevka;Posavsko hribovje in Dolenjska;443;1;['vrh']
Murovica;Posavsko hribovje in Dolenjska;743;10;['vrh']
Naravno bohorsko okno;Posavsko hribovje in Dolenjska;883;3;['']
Nebeška gora;Posavsko hribovje in Dolenjska;958;1;['vrh']
Obolno;Posavsko hribovje in Dolenjska;776;4;['vrh']
Oklo nad Ihanom;Posavsko hribovje in Dolenjska;465;4;['']
Oljska gora;Posavsko hribovje in Dolenjska;401;3;['vrh']
Orle;Posavsko hribovje in Dolenjska;458;5;['vrh', 'koča']
Oslica (Bohor);Posavsko hribovje in Dolenjska;860;5;['vrh']
Ostrež;Posavsko hribovje in Dolenjska;856;1;['vrh', 'cerkev']
Ostri vrh;Posavsko hribovje in Dolenjska;855;1;['vrh']
Ostri vrh (nad Globodolom);Posavsko hribovje in Dolenjska;523;3;['vrh']
Pašnik Lipovec;Posavsko hribovje in Dolenjska;790;1;['planina', 'sedlo']
Pastirska kapelica;Posavsko hribovje in Dolenjska;640;1;['cerkev']
Pečovniška koča na Grmadi;Posavsko hribovje in Dolenjska;620;6;['koča']
Petrova skala na Bohorju;Posavsko hribovje in Dolenjska;913;3;['']
Planinski dom na Brnici;Posavsko hribovje in Dolenjska;457;4;['koča']
Planinski dom na Zasavski Sveti gori;Posavsko hribovje in Dolenjska;822;8;['koča']
Planinski dom pri Gospodični;Posavsko hribovje in Dolenjska;822;2;['koča']
Planinski rudarski dom na Kalu;Posavsko hribovje in Dolenjska;946;2;['koča']
Pleše;Posavsko hribovje in Dolenjska;866;4;['vrh']
Plešivec (Bohor);Posavsko hribovje in Dolenjska;915;3;['vrh']
Plezališče in ferata Renke;Posavsko hribovje in Dolenjska;700;1;['']
Pokojni vrh (Bohor);Posavsko hribovje in Dolenjska;711;1;['vrh']
Požgani hrib;Posavsko hribovje in Dolenjska;1009;2;['vrh']
Pri knapu pod Babo;Posavsko hribovje in Dolenjska;552;2;['bivak', 'sedlo']
Pristava nad Stično;Posavsko hribovje in Dolenjska;694;2;['vrh']
Pugled;Posavsko hribovje in Dolenjska;615;3;['vrh']
Pusti Peter;Posavsko hribovje in Dolenjska;311;1;['cerkev']
Radenski kal;Posavsko hribovje in Dolenjska;360;1;['koča', 'jezero']
Raskože (Bohor);Posavsko hribovje in Dolenjska;650;1;['vrh']
Reber;Posavsko hribovje in Dolenjska;878;3;['vrh']
Resevna;Posavsko hribovje in Dolenjska;682;5;['vrh', 'koča']
Resje nad Štorami;Posavsko hribovje in Dolenjska;567;4;['vrh']
Reška planina;Posavsko hribovje in Dolenjska;925;3;['vrh']
Rifnik;Posavsko hribovje in Dolenjska;568;2;['vrh']
Roviškovec;Posavsko hribovje in Dolenjska;930;3;['vrh']
Rudniško jezero;Posavsko hribovje in Dolenjska;490;1;['koča', 'jezero']
Sedlata gorica (Pogorelec);Posavsko hribovje in Dolenjska;817;1;['vrh']
Semenič;Posavsko hribovje in Dolenjska;590;1;['vrh']
Sitarjevec;Posavsko hribovje in Dolenjska;448;2;['vrh']
Skalica (Bohor);Posavsko hribovje in Dolenjska;951;5;['vrh']
Slivna (Pivkelj);Posavsko hribovje in Dolenjska;880;5;['vrh']
Slovenski vrh;Posavsko hribovje in Dolenjska;1041;3;['vrh']
Smuk;Posavsko hribovje in Dolenjska;545;2;['vrh', 'koča', 'cerkev']
Španov vrh (Besnica);Posavsko hribovje in Dolenjska;559;1;['vrh']
Špicberg;Posavsko hribovje in Dolenjska;490;2;['vrh']
Špilk;Posavsko hribovje in Dolenjska;956;3;['vrh', 'bivak']
Srebotnik;Posavsko hribovje in Dolenjska;700;8;['vrh']
Stara sveta gora;Posavsko hribovje in Dolenjska;386;3;['vrh', 'cerkev']
Stari grad (grad Čušperk);Posavsko hribovje in Dolenjska;668;1;['vrh']
Stari grad (Stari Osterberg);Posavsko hribovje in Dolenjska;443;4;['vrh']
Stari grad (Volčji Potok);Posavsko hribovje in Dolenjska;398;2;['vrh']
Stari grad Kamnik;Posavsko hribovje in Dolenjska;577;2;['vrh', 'koča']
Stari grad na Grajskem hribu;Posavsko hribovje in Dolenjska;407;3;['vrh']
Stari grad nad Otočcem;Posavsko hribovje in Dolenjska;250;1;['']
Stene svete Ane;Posavsko hribovje in Dolenjska;964;8;['vrh']
Stražnik;Posavsko hribovje in Dolenjska;648;1;['vrh']
Strešni vrh (Svibno);Posavsko hribovje in Dolenjska;523;2;['vrh']
Sv. Andrej nad Olimjem;Posavsko hribovje in Dolenjska;351;1;['cerkev']
Sv. Križ (Retje);Posavsko hribovje in Dolenjska;520;6;['vrh', 'cerkev']
Sv. Kunigunda na Taboru nad Ihanom;Posavsko hribovje in Dolenjska;377;2;['vrh', 'cerkev']
Sv. Lovrenc (Kompole);Posavsko hribovje in Dolenjska;315;2;['cerkev']
Sv. Miklavž na Goropečah;Posavsko hribovje in Dolenjska;401;2;['cerkev']
Sv. Peter (Olešče);Posavsko hribovje in Dolenjska;525;2;['cerkev']
Sv. Primož in Felicijan (Razbor pri Čemšeniku);Posavsko hribovje in Dolenjska;841;1;['cerkev']
Sv. Urban (Cmereška Gorca);Posavsko hribovje in Dolenjska;322;1;['cerkev']
Sveta Katarina (Kuretno);Posavsko hribovje in Dolenjska;419;1;['cerkev']
Sveta Marija (Ključevica);Posavsko hribovje in Dolenjska;1067;2;['vrh', 'cerkev']
Sveta Marija (Trška Gora);Posavsko hribovje in Dolenjska;428;2;['vrh', 'cerkev']
Sveta Marjeta (Prežganje);Posavsko hribovje in Dolenjska;658;1;['vrh', 'koča', 'cerkev']
Sveta Neža (Liboje);Posavsko hribovje in Dolenjska;368;1;['vrh', 'cerkev']
Sveta planina (Partizanski vrh);Posavsko hribovje in Dolenjska;1011;7;['vrh', 'koča', 'cerkev']
Sveta Trojica (nad Dobom);Posavsko hribovje in Dolenjska;527;4;['vrh', 'koča', 'cerkev']
Svete gore;Posavsko hribovje in Dolenjska;527;3;['vrh', 'cerkev']
Sveti Ahac;Posavsko hribovje in Dolenjska;748;2;['vrh', 'cerkev']
Sveti Duh (Polževo);Posavsko hribovje in Dolenjska;630;2;['vrh', 'cerkev']
Sveti Florjan (Zgornja Gora);Posavsko hribovje in Dolenjska;698;3;['cerkev']
Sveti Ilija (Planina);Posavsko hribovje in Dolenjska;747;1;['cerkev']
Sveti Križ (Liška gora);Posavsko hribovje in Dolenjska;428;1;['vrh', 'cerkev']
Sveti Križ (nad Planino pri Sevnici);Posavsko hribovje in Dolenjska;730;2;['vrh', 'cerkev']
Sveti Križ (Slemšek);Posavsko hribovje in Dolenjska;680;1;['koča', 'cerkev']
Sveti Lambert;Posavsko hribovje in Dolenjska;643;2;['vrh', 'cerkev']
Sveti Lenart (Kandrše);Posavsko hribovje in Dolenjska;508;1;['vrh', 'cerkev']
Sveti Lenart (Vrhe);Posavsko hribovje in Dolenjska;887;6;['koča', 'sedlo', 'cerkev']
Sveti Lovrenc nad vasjo Okroglice;Posavsko hribovje in Dolenjska;722;1;['vrh', 'cerkev']
Sveti Mihael (Križate);Posavsko hribovje in Dolenjska;491;1;['cerkev']
Sveti Miklavž nad Savo;Posavsko hribovje in Dolenjska;741;4;['vrh', 'cerkev']
Sveti Mohor na Mohorjevem hribu;Posavsko hribovje in Dolenjska;511;3;['vrh', 'cerkev']
Sveti Peter;Posavsko hribovje in Dolenjska;888;3;['vrh']
Sveti Peter (Selo pri Mirni);Posavsko hribovje in Dolenjska;445;2;['vrh', 'cerkev']
Sveti Primož (Kremen);Posavsko hribovje in Dolenjska;340;1;['vrh', 'cerkev']
Sveti Primož in Felicijan nad Semičem;Posavsko hribovje in Dolenjska;465;1;['cerkev']
Sveti Štefan (Turje);Posavsko hribovje in Dolenjska;598;1;['cerkev']
Tabor;Posavsko hribovje in Dolenjska;697;1;['vrh']
Tabor Cerovo;Posavsko hribovje in Dolenjska;493;3;['vrh', 'cerkev']
Tinska gora;Posavsko hribovje in Dolenjska;409;1;['vrh']
Tolsta gora;Posavsko hribovje in Dolenjska;734;2;['vrh']
Tolsti vrh nad Celjsko kočo;Posavsko hribovje in Dolenjska;834;14;['vrh']
Tolsto;Posavsko hribovje in Dolenjska;780;1;['vrh']
Trebni vrh;Posavsko hribovje in Dolenjska;581;6;['vrh']
Turn (Sv. Janez Krstnik);Posavsko hribovje in Dolenjska;513;5;['vrh']
Velika Radenska stena;Posavsko hribovje in Dolenjska;439;1;['vrh']
Veliki Bojanski vrh;Posavsko hribovje in Dolenjska;627;4;['vrh']
Veliki Javornik (Bohor);Posavsko hribovje in Dolenjska;1023;8;['vrh']
Veliki Rog;Posavsko hribovje in Dolenjska;1099;2;['vrh']
Veliki Slomnik;Posavsko hribovje in Dolenjska;609;6;['vrh']
Veliki Špiček;Posavsko hribovje in Dolenjska;686;1;['vrh']
Veliki vrh (Križentaver);Posavsko hribovje in Dolenjska;419;2;['vrh']
Veliki vrh nad Svetino;Posavsko hribovje in Dolenjska;807;5;['vrh']
Veliko Kozje;Posavsko hribovje in Dolenjska;993;3;['vrh']
Vipota;Posavsko hribovje in Dolenjska;532;3;['vrh']
Visoka špica;Posavsko hribovje in Dolenjska;660;3;['vrh']
Vrh (Šticna);Posavsko hribovje in Dolenjska;679;1;['vrh']
Vrhe (pri Gorah);Posavsko hribovje in Dolenjska;781;3;['vrh']
Vrhija;Posavsko hribovje in Dolenjska;648;1;['vrh']
Vrtače;Posavsko hribovje in Dolenjska;758;2;['vrh']
Vrunčev dom na Svetini;Posavsko hribovje in Dolenjska;780;9;['koča']
Vzletišče Peter (Straška gora);Posavsko hribovje in Dolenjska;464;1;['']
Zabreznik (Sv. Miklavž);Posavsko hribovje in Dolenjska;644;2;['vrh', 'cerkev']
Žagarski vrh;Posavsko hribovje in Dolenjska;627;1;['vrh', 'koča']
Zajčeva koča;Posavsko hribovje in Dolenjska;742;2;['koča']
Zaplaz;Posavsko hribovje in Dolenjska;543;3;['vrh', 'cerkev']
Zasavska Sveta gora;Posavsko hribovje in Dolenjska;852;9;['vrh', 'cerkev']
Županova jama;Posavsko hribovje in Dolenjska;430;2;['']
Apneni breg;Prekmurje;352;1;['vrh']
Beli breg;Prekmurje;346;4;['vrh']
Bogin breg;Prekmurje;371;2;['vrh']
Budinci;Prekmurje;285;1;['']
Bukovniško jezero;Prekmurje;189;4;['jezero']
Cerkev sv. Ane v Boreči;Prekmurje;395;5;['vrh', 'cerkev']
Činčev breg;Prekmurje;375;2;['vrh']
Evharistični križ v Trdkovi;Prekmurje;388;1;['vrh']
Fuks graba;Prekmurje;305;1;['']
Gomba;Prekmurje;290;2;['vrh']
Gorički breg;Prekmurje;362;1;['vrh']
Grad Grad na Goričkem;Prekmurje;370;3;['vrh', 'cerkev']
Gramoznica Dokležovje;Prekmurje;182;1;['jezero']
Gramoznica Ivanci;Prekmurje;177;4;['jezero']
Gramoznica Vučja jama;Prekmurje;179;3;['jezero']
Griški vrh;Prekmurje;322;2;['vrh']
Hodoško jezero;Prekmurje;243;1;['jezero']
Izvir slatine (pod Činčevim bregom);Prekmurje;280;1;['']
Jezero Križevci;Prekmurje;272;1;['jezero']
Kačova mlaka;Prekmurje;265;2;['jezero']
Kamenek;Prekmurje;392;2;['vrh']
Kapela Presvetega Srca Jezusovega in Brezmadežnega Srca Marijinega v Martinju;Prekmurje;375;1;['cerkev']
Kapela v Stanjevcih;Prekmurje;357;1;['vrh', 'cerkev']
Kapela v Zgornjih Moravcih;Prekmurje;315;3;['vrh', 'cerkev']
Kripta;Prekmurje;331;4;['vrh']
Križarka;Prekmurje;413;4;['vrh']
Ledavsko jezero;Prekmurje;218;2;['jezero']
Lendavski grad (Dolnjelendavski grad);Prekmurje;205;1;['vrh']
Makotrov breg;Prekmurje;319;2;['vrh']
Marija Snežna (Fikšinci);Prekmurje;332;2;['cerkev']
Mejni kamen A 115;Prekmurje;353;3;['']
Mejni kamen Marije Terezije (Tromejnik);Prekmurje;343;6;['']
Močvara (Lončarovci);Prekmurje;257;2;['']
Ograd;Prekmurje;282;1;['vrh', 'cerkev']
Otok ljubezni;Prekmurje;179;2;['koča']
Pepelšček;Prekmurje;386;2;['vrh']
Piramida (Lendavske gorice);Prekmurje;327;4;['vrh']
Planinska koča Rak;Prekmurje;290;5;['koča']
Plečnikova cerkev (Bogojina);Prekmurje;198;2;['cerkev']
Razgledni stolp Vinarium Lendava;Prekmurje;302;4;['vrh', 'koča']
Ribnik Taškal;Prekmurje;183;1;['jezero']
Rotunda sv. Nikolaja (Selo);Prekmurje;251;4;['vrh', 'koča', 'cerkev']
Serdiški breg (Rdeči breg);Prekmurje;416;8;['vrh']
Slatinski vrelec Nuskova;Prekmurje;239;3;['slap']
Soboško jezero;Prekmurje;188;1;['koča', 'jezero']
Sotinski breg (Kugla);Prekmurje;418;5;['vrh']
Srebrni breg;Prekmurje;404;3;['vrh']
Sveta Helena (Pertoča);Prekmurje;298;1;['vrh', 'cerkev']
Sveta Trojica (Gornji Petrovci);Prekmurje;355;3;['vrh', 'cerkev']
Sveta Trojica v Lendavskih goricah;Prekmurje;266;2;['vrh', 'cerkev']
Sveti Benedikt (Kančevci);Prekmurje;358;5;['vrh', 'cerkev']
Sveti Martin (Stari breg);Prekmurje;307;1;['vrh', 'cerkev']
Sveti Vid (pri Bukovniškem jezeru);Prekmurje;205;2;['cerkev']
Trestenjak;Prekmurje;304;2;['vrh', 'cerkev']
Tromejnik;Prekmurje;390;9;['vrh']
Vidrin center Aqualutra;Prekmurje;275;1;['']
Vršič nad Bogojino;Prekmurje;246;1;['vrh']
Vukova kapela (Vidonci);Prekmurje;401;1;['vrh', 'cerkev']
Zalka;Prekmurje;362;2;['vrh']
Altemaver (Ratitovec);Škofjeloško, Cerkljansko hribovje in Jelovica;1678;14;['vrh']
Ažmanov rovt;Škofjeloško, Cerkljansko hribovje in Jelovica;960;5;['planina']
Babji zob;Škofjeloško, Cerkljansko hribovje in Jelovica;1128;5;['vrh']
Bela peč (Podbliška gora);Škofjeloško, Cerkljansko hribovje in Jelovica;1133;12;['vrh']
Bevkov vrh;Škofjeloško, Cerkljansko hribovje in Jelovica;1051;8;['vrh']
Bičkova skala;Škofjeloško, Cerkljansko hribovje in Jelovica;1012;1;['']
Bitenjska planina;Škofjeloško, Cerkljansko hribovje in Jelovica;901;2;['planina']
Blegoš;Škofjeloško, Cerkljansko hribovje in Jelovica;1562;13;['vrh']
Bolnica Franja;Škofjeloško, Cerkljansko hribovje in Jelovica;601;1;['slap', 'koča']
Bukovski vrh;Škofjeloško, Cerkljansko hribovje in Jelovica;918;4;['vrh']
Cerkev Loretske Matere Božje v Suši;Škofjeloško, Cerkljansko hribovje in Jelovica;560;1;['cerkev']
Cerkev Marijinega rojstva v Policah;Škofjeloško, Cerkljansko hribovje in Jelovica;526;3;['cerkev']
Cerkev Marijinega vnebovzetja (Gora);Škofjeloško, Cerkljansko hribovje in Jelovica;987;4;['cerkev']
Cerkev Sv. Križa na Brezju nad Srednjo vasjo;Škofjeloško, Cerkljansko hribovje in Jelovica;511;3;['vrh', 'cerkev']
Cerkovni vrh;Škofjeloško, Cerkljansko hribovje in Jelovica;804;2;['vrh']
Črni vrh (nad Soriško planino);Škofjeloško, Cerkljansko hribovje in Jelovica;1486;2;['vrh']
Črni vrh nad Novaki;Škofjeloško, Cerkljansko hribovje in Jelovica;1291;2;['vrh', 'jezero']
Črvov vrh;Škofjeloško, Cerkljansko hribovje in Jelovica;974;8;['vrh']
Danejeva planina;Škofjeloško, Cerkljansko hribovje in Jelovica;1090;2;['planina']
Davški slapovi;Škofjeloško, Cerkljansko hribovje in Jelovica;1000;1;['slap']
Divje babe;Škofjeloško, Cerkljansko hribovje in Jelovica;450;1;['']
Dom na Poreznu;Škofjeloško, Cerkljansko hribovje in Jelovica;1590;20;['koča', 'bivak', 'planina']
Dom na Slajki;Škofjeloško, Cerkljansko hribovje in Jelovica;789;4;['koča']
Dražgoška gora;Škofjeloško, Cerkljansko hribovje in Jelovica;1140;2;['vrh']
Erbelc;Škofjeloško, Cerkljansko hribovje in Jelovica;1308;4;['vrh']
Ermanovec;Škofjeloško, Cerkljansko hribovje in Jelovica;1026;11;['vrh']
Gladki vrh (Ratitovec);Škofjeloško, Cerkljansko hribovje in Jelovica;1667;15;['vrh']
Gozdarska koča Rovtarica;Škofjeloško, Cerkljansko hribovje in Jelovica;1089;1;['koča']
Gozdarske koče Martinček;Škofjeloško, Cerkljansko hribovje in Jelovica;1240;2;['planina']
Grad Divja Loka (Stari grad);Škofjeloško, Cerkljansko hribovje in Jelovica;502;2;['vrh']
Gradišče (nad Spodnjo Idrijo);Škofjeloško, Cerkljansko hribovje in Jelovica;998;5;['vrh']
Gradišče pod Babjim zobom;Škofjeloško, Cerkljansko hribovje in Jelovica;824;1;['vrh']
Hleviška planina;Škofjeloško, Cerkljansko hribovje in Jelovica;908;5;['vrh']
Hoč;Škofjeloško, Cerkljansko hribovje in Jelovica;1514;2;['vrh']
Hudournik;Škofjeloško, Cerkljansko hribovje in Jelovica;1148;3;['vrh']
Hujska;Škofjeloško, Cerkljansko hribovje in Jelovica;706;2;['vrh']
Izvir Volaščice;Škofjeloško, Cerkljansko hribovje in Jelovica;650;1;['']
Jagršče;Škofjeloško, Cerkljansko hribovje in Jelovica;663;1;['cerkev']
Jelenk;Škofjeloško, Cerkljansko hribovje in Jelovica;1107;3;['vrh']
Kačji rob;Škofjeloško, Cerkljansko hribovje in Jelovica;1520;3;['vrh']
Kamnitnik (nad Škofjo Loko);Škofjeloško, Cerkljansko hribovje in Jelovica;426;4;['vrh']
Kapelica Na Koren;Škofjeloško, Cerkljansko hribovje in Jelovica;550;1;['cerkev']
Koča na Blegošu;Škofjeloško, Cerkljansko hribovje in Jelovica;1391;8;['koča', 'planina']
Koča na Črnem vrhu nad Novaki;Škofjeloško, Cerkljansko hribovje in Jelovica;1245;1;['koča']
Koča na Ermanovcu;Škofjeloško, Cerkljansko hribovje in Jelovica;968;12;['koča']
Koča na Hleviški planini;Škofjeloško, Cerkljansko hribovje in Jelovica;818;5;['koča']
Koča na Starem vrhu;Škofjeloško, Cerkljansko hribovje in Jelovica;1032;2;['koča']
Kojca;Škofjeloško, Cerkljansko hribovje in Jelovica;1303;10;['vrh', 'bivak']
Kopa (Cimprovka);Škofjeloško, Cerkljansko hribovje in Jelovica;1360;3;['vrh']
Koprivnik;Škofjeloško, Cerkljansko hribovje in Jelovica;1393;7;['vrh']
Kosmati vrh (Ratitovec);Škofjeloško, Cerkljansko hribovje in Jelovica;1643;9;['vrh', 'planina']
Krancelj;Škofjeloško, Cerkljansko hribovje in Jelovica;453;1;['vrh']
Krekova koča na Ratitovcu;Škofjeloško, Cerkljansko hribovje in Jelovica;1642;21;['vrh', 'koča', 'bivak', 'planina']
Kremant (Ratitovec);Škofjeloško, Cerkljansko hribovje in Jelovica;1654;5;['vrh']
Krog (Ledinski grič);Škofjeloško, Cerkljansko hribovje in Jelovica;940;6;['vrh']
Kucelj (nad Kopačnico);Škofjeloško, Cerkljansko hribovje in Jelovica;920;2;['vrh']
Lepo brdo;Škofjeloško, Cerkljansko hribovje in Jelovica;778;1;['vrh']
Leskovica;Škofjeloško, Cerkljansko hribovje in Jelovica;800;1;['cerkev']
Lipniška planina;Škofjeloško, Cerkljansko hribovje in Jelovica;1330;1;['planina']
Lipniški grad (Pusti grad nad Lipnico);Škofjeloško, Cerkljansko hribovje in Jelovica;590;9;['vrh']
Loncmanova Sivka (Mrzli Vrh);Škofjeloško, Cerkljansko hribovje in Jelovica;987;7;['vrh']
Lovska koča LD Otavnik;Škofjeloško, Cerkljansko hribovje in Jelovica;1090;2;['planina']
Lovska koča na Taležu;Škofjeloško, Cerkljansko hribovje in Jelovica;725;3;['koča', 'planina']
Lovska koča na Toli;Škofjeloško, Cerkljansko hribovje in Jelovica;1040;2;['koča']
Lubnik;Škofjeloško, Cerkljansko hribovje in Jelovica;1025;10;['vrh', 'koča']
